N,S,repairers,seed,crash_time,crashed,repairer_utilization,average_repair_queue,average_good_machines,analytic_crash_time
8,3,1,1839,34565.23857602342,true,0.08154345865689434,0.0064203203045491465,10.912036221038518,28839.062499992102
8,3,1,1840,8022.1009137997435,true,0.0777068388075534,0.008714098203030719,10.913579062989434,28839.062499992102
8,3,1,1841,15236.58717993822,true,0.07518253476948544,0.0058728295478514035,10.918944635682655,28839.062499992102
8,3,1,1842,17860.03994219939,true,0.07795081037164917,0.006375705774768432,10.915673483853581,28839.062499992102
8,3,1,1843,481.0732241969988,true,0.07513374850452771,0.012186356856979079,10.912679894638496,28839.062499992102
8,3,1,1844,40631.10230074672,true,0.07820183557959777,0.006309735623430908,10.915488428796987,28839.062499992102
8,3,1,1845,66466.44170468174,true,0.0814817585661531,0.007144331637205126,10.911373909796614,28839.062499992102
8,3,1,1846,59786.06365593274,true,0.08009680572963901,0.006995419747117157,10.91290777452323,28839.062499992102
8,3,1,1847,213.8289992139537,true,0.07655061863180126,0.012655682075560006,10.910793699292642,28839.062499992102
8,3,1,1848,31527.81134669606,true,0.07925810310265748,0.0074236131176939335,10.913318283779653,28839.062499992102
8,3,1,1849,24356.019178374132,true,0.07643144812016739,0.0048318220828181754,10.918736729797011,28839.062499992102
8,3,2,1820,50000.0,false,0.041581453877988304,0.0001514181481500964,10.91668567409586,110206.24999988939
8,3,2,1821,50000.0,false,0.04083241659958261,0.0001387702623734367,10.91819639653849,110206.24999988939
8,3,2,1822,1642.3985625556795,true,0.03905129502484343,1.959764567952689e-5,10.921877812304638,110206.24999988939
8,3,2,1823,20269.440439273178,true,0.037738524619429295,0.00010952028982855545,10.92441343047134,110206.24999988939
8,3,2,1824,50000.0,false,0.03911355005495578,6.10837369268711e-5,10.921711816153145,110206.24999988939
8,3,2,1825,35316.455644674046,true,0.03928299240148137,8.19760066155777e-5,10.921352039190415,110206.24999988939
8,3,2,1826,50000.0,false,0.03965471745665654,0.0001473927052693398,10.920543172381436,110206.24999988939
8,3,2,1827,50000.0,false,0.03911974434260189,7.643848079700035e-5,10.921684072833981,110206.24999988939
8,3,2,1828,50000.0,false,0.039824451441328054,9.317864452067624e-5,10.920257918472762,110206.24999988939
8,3,2,1829,50000.0,false,0.04150812606309659,0.00020965748921624765,10.916774090384612,110206.24999988939
8,3,2,1830,50000.0,false,0.04113493679069394,0.0001329715780113156,10.917597154840585,110206.24999988939
8,3,2,1831,43974.11964540712,true,0.04003702948352973,0.00012669081889035504,10.919799250214055,110206.24999988939
8,3,2,1832,50000.0,false,0.03956307731564049,1.5352411559579197e-5,10.920858492957167,110206.24999988939
8,3,2,1833,17155.050179172882,true,0.03838954028826878,6.941235134007801e-5,10.923151507072097,110206.24999988939
8,3,2,1834,50000.0,false,0.038010494504345814,0.00014911245267700224,10.92382989853865,110206.24999988939
8,3,2,1835,50000.0,false,0.040204497209715584,8.97780203306047e-5,10.919501227560254,110206.24999988939
8,3,2,1836,50000.0,false,0.03800781057169126,9.484842238884085e-5,10.923889530434224,110206.24999988939
8,3,2,1837,808.0806740194013,true,0.049118245430042264,0.00011474067729349013,10.901648768462627,110206.24999988939
