t,S,I,R
9.305763707018542,621,255,124
9.31812676863508,620,256,124
9.32044448132822,619,257,124
9.331654218687518,618,258,124
9.349004685785388,617,259,124
9.349804285693855,617,258,125
9.367493561865071,617,257,126
9.380652128581849,616,258,126
9.381547720286372,616,257,127
9.384564688450306,616,256,128
9.401919698405777,615,257,128
9.426732073041677,614,258,128
9.428038532687978,613,259,128
9.435006109416326,612,260,128
9.452365481222596,611,261,128
9.453556775606193,610,262,128
9.454809179105343,609,263,128
9.468516470975823,608,264,128
9.483599830904732,607,265,128
9.48659892601093,607,264,129
9.486964152833933,606,265,129
9.490614997144405,605,266,129
9.50530738768895,604,267,129
9.506759025635354,604,266,130
9.511559172967017,603,267,130
9.52502845808689,602,268,130
9.525735236757127,602,267,131
9.528053357506142,601,268,131
9.530747325900906,600,269,131
9.544309768787576,599,270,131
9.544381579396871,598,271,131
9.550416376615239,597,272,131
9.554502700361551,596,273,131
9.558777316637526,595,274,131
9.588824529118963,594,275,131
9.60701329873142,594,274,132
9.61428652065201,593,275,132
9.617255301334469,592,276,132
9.619427758309623,591,277,132
9.62676477895489,590,278,132
9.628056602547504,589,279,132
9.632430553995015,589,278,133
9.644301493504488,589,277,134
9.644411691380107,588,278,134
9.64780041429029,588,277,135
9.652313563189992,587,278,135
9.664848060841246,587,277,136
9.680271326088047,586,278,136
9.682282504817502,585,279,136
9.686581908085818,585,278,137
9.687947312815153,585,277,138
9.690886846598037,584,278,138
9.716106329978025,584,277,139
9.717084349449404,583,278,139
9.721127864875893,582,279,139
9.724118408544266,581,280,139
9.727419324075349,580,281,139
9.741372916712816,579,282,139
9.745454354186876,579,281,140
9.758435051506899,579,280,141
9.763147348180912,578,281,141
9.764767161405702,578,280,142
9.766883887238636,577,281,142
9.770265372847227,576,282,142
9.792832832652536,576,281,143
9.804402208206124,576,280,144
9.812490542216795,576,279,145
9.815906854543964,575,280,145
9.8252909688573,574,281,145
9.8314169849274,574,280,146
9.831571486585737,573,281,146
9.833222215481955,573,280,147
9.8509500062509,572,281,147
9.855263353385391,572,280,148
9.861172240797147,571,281,148
9.865587467846144,571,280,149
9.877285103262524,570,281,149
9.887091370618979,570,280,150
9.900049511551327,570,279,151
9.905062468106795,570,278,152
9.905790231890943,570,277,153
9.909534145532318,569,278,153
9.918273180501675,569,277,154
9.940600312097043,568,278,154
9.950780696314533,567,279,154
9.969785341762664,566,280,154
10.00081303556521,565,281,154
10.018304964718237,564,282,154
10.023357486458753,563,283,154
10.040198113337857,562,284,154
10.042968389257506,562,283,155
10.078097943606132,561,284,155
10.085479971052925,561,283,156
10.095109464291074,560,284,156
10.097359439748349,559,285,156
10.109718004150011,559,284,157
10.121294290808557,559,283,158
10.13836825758583,559,282,159
10.140158759546177,558,283,159
10.161567421272917,558,282,160
10.164697428971198,557,283,160
10.169105213162096,556,284,160
10.171997302939843,556,283,161
10.188251937690028,556,282,162
10.195462697433387,555,283,162
10.203033146336123,554,284,162
10.204058018411756,553,285,162
10.20577828060527,552,286,162
10.228308127640723,551,287,162
10.22879964360294,551,286,163
10.231724519790335,550,287,163
10.254895215934363,549,288,163
10.255599493357552,549,287,164
10.268900797199366,548,288,164
10.269224536451445,547,289,164
10.27445963660383,547,288,165
10.283448086499492,546,289,165
10.288743027305234,546,288,166
