t,S,I,R
8.299325083977198,449,290,261
8.303931041394062,448,291,261
8.316358483315264,448,290,262
8.317607695502915,447,291,262
8.332570388986973,447,290,263
8.337539107376294,447,289,264
8.346298099362725,447,288,265
8.349182754138745,447,287,266
8.35416975829933,447,286,267
8.356016589863438,447,285,268
8.359599954052856,447,284,269
8.361567385981832,447,283,270
8.36384886246866,446,284,270
8.384496372564623,445,285,270
8.386114973718065,445,284,271
8.391884917400844,444,285,271
8.408611161888846,443,286,271
8.417054746398835,442,287,271
8.43308446155365,441,288,271
8.434915125462513,441,287,272
8.436313486497252,440,288,272
8.438077092735568,439,289,272
8.449115376081878,439,288,273
8.457852224851088,438,289,273
8.458199257087951,438,288,274
8.458768772328488,437,289,274
8.474222943006097,436,290,274
8.477020928681686,436,289,275
8.485475518453017,436,288,276
8.512066769092666,435,289,276
8.516455529641165,435,288,277
8.525816149328257,435,287,278
8.529477554887002,434,288,278
8.534315903510285,434,287,279
8.554953203486026,434,286,280
8.556208613096704,434,285,281
8.561334045277313,434,284,282
8.566059513624099,434,283,283
8.571878335615057,434,282,284
8.573130317796622,433,283,284
8.579952952051457,433,282,285
8.582199631864547,432,283,285
8.59376879242753,431,284,285
8.596862221398508,430,285,285
8.599136676892556,429,286,285
8.600822526273141,429,285,286
8.606111527973319,429,284,287
8.606552975911665,428,285,287
8.61542024350051,428,284,288
8.615706192662552,427,285,288
8.616713418462442,426,286,288
8.628766761179644,426,285,289
8.63446465719885,426,284,290
8.63784305874593,426,283,291
8.64225255676123,425,284,291
8.644055662067203,425,283,292
8.652031912538277,425,282,293
8.653213442641,424,283,293
8.656022691562052,423,284,293
8.667868671842836,422,285,293
8.669052733949696,421,286,293
8.671212168834735,420,287,293
8.672116584396862,420,286,294
8.677217732203127,420,285,295
8.681351683186172,420,284,296
8.683356115332172,419,285,296
8.685296364023998,419,284,297
8.689093139530293,418,285,297
8.692159136873064,417,286,297
8.693487147665483,417,285,298
8.693893009592207,417,284,299
8.697987025011868,416,285,299
8.700116041953068,415,286,299
8.708181925733529,415,285,300
8.721446149575408,414,286,300
8.729205174336238,413,287,300
8.732100730851746,412,288,300
8.73797199579006,411,289,300
8.74273905937376,411,288,301
8.7583076982552,410,289,301
8.765396207748926,410,288,302
8.76636863381611,409,289,302
8.799603827381775,409,288,303
8.802077250134927,408,289,303
8.802118648592272,407,290,303
8.802787167181902,406,291,303
8.809349133198268,405,292,303
8.81670921372733,405,291,304
8.836804307281634,405,290,305
8.839575814796362,405,289,306
8.84318359827343,405,288,307
8.84818290267946,404,289,307
8.852282619532234,404,288,308
8.852532845347477,403,289,308
8.864270566269344,403,288,309
8.865606159318121,403,287,310
8.873390414272393,403,286,311
8.878416943295107,403,285,312
8.88552459063621,402,286,312
8.886290674382657,402,285,313
8.886300165031239,402,284,314
8.887477257970568,402,283,315
8.889238618385368,402,282,316
8.891754412689238,402,281,317
8.891887276746779,402,280,318
8.899699713643788,401,281,318
8.909165788134898,400,282,318
8.927191255691552,399,283,318
8.927591057958358,399,282,319
8.934388202388273,399,281,320
8.936520250474398,399,280,321
8.937070969422832,399,279,322
8.941622782698346,399,278,323
8.945606510105634,399,277,324
8.945696104213473,398,278,324
8.962050273478225,398,277,325
8.96989128709042,398,276,326
8.97550423739604,398,275,327
8.976582450056094,397,276,327
8.976922696599257,396,277,327
8.977162098352188,395,278,327
8.981499571168904,394,279,327
8.987413737194004,394,278,328
8.98937739414158,394,277,329
8.992017862949629,393,278,329
8.994697730543605,392,279,329
9.004354285479089,391,280,329
9.022495044057823,390,281,329
9.030587212073383,389,282,329
9.041767710687584,388,283,329
9.04232323259526,388,282,330
9.042851206350717,388,281,331
9.059847058059663,387,282,331
9.064293309002345,387,281,332
9.068722385094704,387,280,333
9.07298739021911,387,279,334
9.078242906288054,387,278,335
9.084300988630497,386,279,335
9.0853211110319,385,280,335
9.08967036640543,385,279,336
9.092137268675263,385,278,337
9.093870032878403,385,277,338
9.100657152611971,385,276,339
9.106560421520498,384,277,339
9.116293441386782,383,278,339
9.119836446502068,382,279,339
9.1201901801972,382,278,340
9.120533072699939,381,279,340
9.12177181514792,380,280,340
9.125481771731465,379,281,340
9.13855784997415,378,282,340
9.140069981603027,377,283,340
9.140328246639845,377,282,341
9.147226740717562,377,281,342
9.154252218823096,377,280,343
9.161416034334945,376,281,343
9.166845787970171,376,280,344
9.174657643652566,376,279,345
9.182792456237486,376,278,346
9.18725627909115,375,279,346
9.190937663682938,374,280,346
9.192980862747818,373,281,346
9.193555029234531,372,282,346
9.194336494970274,372,281,347
9.194594706987203,371,282,347
9.195435629719595,371,281,348
9.212949214110822,371,280,349
9.214208716316742,371,279,350
9.230817066083022,371,278,351
9.244661499988311,370,279,351
9.254361317228014,370,278,352
9.25788602457731,369,279,352
9.27542699302482,368,280,352
9.282851411773514,368,279,353
9.293802498242155,368,278,354
9.299606405382265,367,279,354
9.300782049025567,367,278,355
9.301731289361896,367,277,356
9.302212893654502,366,278,356
9.303299324897283,365,279,356
9.331121973656476,364,280,356
9.336161968553467,363,281,356
9.340722733179295,363,280,357
9.342163096159204,363,279,358
